chr1	181271	181671	2	2.5	2	1	0.5	1.5	1	3	0.333333333333333	1	0.25	2	2.5	5.125	0.5
chr1	605215	605615	8	5	3	1	25	4	54	8.66666666666667	22	2	0.5	1	1	6	1
chr1	778623	779023	9	8.2	19	7.5	30	25.25	6.33333333333333	7.07692307692308	6.36363636363636	3.66666666666667	6.8125	7.5	1.79411764705882	9.3	6.625
chr1	817976	818376	1	1	2	0.5	3	1	5	0.333333333333333	0.25	1	0.666666666666667	1	1	1	4.4
chr1	827270	827670	9	4	3.5	14.5	71	35	24	4.75	9	10.75	9.125	5	1.41860465116279	8.75	6.75
chr1	867544	867944	2.5	28	2	1.5	4.2	7	1.55555555555556	1	1.33333333333333	0.705882352941177	1	4	0.5	1	4.75
chr1	869714	870114	5.66666666666667	2.25	1.83333333333333	1.9	9.75	14	3.57142857142857	1.22222222222222	0.333333333333333	1.875	0.2	7	1.32142857142857	10.6	4.66666666666667
chr1	904617	905017	18.25	80	13.75	18.8	44.6666666666667	60	13.3333333333333	14.8181818181818	6	7	3.66666666666667	32	2.37704918032787	13.1666666666667	11.625
chr1	906624	907024	4.5	0.875	2.25	0.5	19	1.25	4	2.30769230769231	1.25	1.18181818181818	1.27272727272727	0.2	1.4	0.75	1.83333333333333
chr1	911046	911446	3.125	4.5	1	0.5	8	5	0.875	1.06666666666667	5.66666666666667	0.5	1.70833333333333	2.2	1.5	1	1.33333333333333
chr1	913561	913961	14	2.42857142857143	10	1.15384615384615	5.5	3.5	1.46153846153846	4.36842105263158	0.6	1.33333333333333	0.642857142857143	1.66666666666667	0.9	2.4	0.333333333333333
chr1	915253	915653	6.25	0.875	6	1.375	3.4	0.5	1.35714285714286	6.125	2.75	1.16666666666667	1.30769230769231	0.333333333333333	1.75	1.42857142857143	0.333333333333333
chr1	920679	921079	1.76923076923077	4.8	2.33333333333333	3.27272727272727	8.16666666666667	15.6666666666667	1.44	2.18181818181818	2.88888888888889	1.41176470588235	2.6	3	1.07692307692308	2.125	1.125
chr1	922748	923148	2.66666666666667	1	1.125	1.85714285714286	9	7	2.09090909090909	0.166666666666667	6	7	0.578947368421053	1	1.5	3	1
chr1	924423	924823	14.5	5.16666666666667	17	3.63636363636364	32	25	8.5	0.266666666666667	1.42857142857143	2	0.6	3.33333333333333	1.5625	2.75	4.4
chr1	932958	933358	2	3	4.66666666666667	2.3	14	59	1	0.111111111111111	0.181818181818182	1.75	0.428571428571429	1	1.84615384615385	0.5	0.4
chr1	935262	935662	6.6	8.4	3.33333333333333	0.888888888888889	4	2.5	1.71428571428571	0.6875	4.75	2	1.625	1	2.625	1	3.66666666666667
chr1	938128	938528	4.66666666666667	4.375	1.14285714285714	1.66666666666667	25	17.5	3.875	2.72727272727273	1.91666666666667	1.5	1.2	1.6	1.33333333333333	8	3
chr1	941295	941695	12.6666666666667	11	3.28571428571429	2.57142857142857	35	53	4.29411764705882	0.846153846153846	2.83333333333333	8	2.21428571428571	1	1.35294117647059	5	4.2
chr1	944696	945096	6.25	13.6	17.3333333333333	1.25	3.57142857142857	5.33333333333333	1.66666666666667	3.53846153846154	18.5	1.4	6.42857142857143	0.428571428571429	1.2	2.2	1
chr1	959028	959428	5.8	8.5	7.6	5.3	18.8333333333333	60	11	11.2222222222222	3.875	11.8333333333333	21.1	11.6666666666667	1.56410256410256	24.8	6.72727272727273
chr1	960919	961319	5.25	4	2.16666666666667	2.5	11	8	7.8	4.92307692307692	1.83333333333333	2	0.142857142857143	3	3.6	2	2.5
chr1	966893	967293	8.33333333333333	52	4.8	6.75	17.7142857142857	89	9.85	5	0.714285714285714	3.7	2.5625	9.4	2.11688311688312	7.15384615384615	12.8333333333333
chr1	976154	976554	8.5	3.16666666666667	3.75	1	14.8	34.5	3.47058823529412	1.52380952380952	2.625	1.4	1.46666666666667	1.4	2.39285714285714	4	3
chr1	983796	984196	8	2.57142857142857	1.42857142857143	1.06666666666667	2.8	2	1.6875	1.53846153846154	0.9	1	0.875	4	1.88888888888889	3	1.4
chr1	995657	996057	3	0.6	0.25	0.9	3	12.5	1.1	1.8	0.25	0.9	1.3	1.5	1.33333333333333	0.4	0.8
chr1	1000679	1001079	88	17.0833333333333	19.75	7.63157894736842	27	134	23.0714285714286	0.5	6.16666666666667	1.8	3.92857142857143	71	1.42261904761905	1.5	2
chr1	1005155	1005555	9.5	6.66666666666667	3.2	1.6	1	1	1.5625	0.461538461538462	5.4	1.5	5.76470588235294	1.2	1.57142857142857	0.5	2.33333333333333
chr1	1006467	1006867	8	26.5	2	7.09090909090909	1	3	2.33333333333333	0.333333333333333	1.375	2.16666666666667	0.785714285714286	0.6	2	1	1
chr1	1013309	1013709	4.11111111111111	1.2	6.25	2.46153846153846	37	24	4.54545454545455	3.3030303030303	3	1.73684210526316	4.47058823529412	1.6	1.26190476190476	3.84615384615385	2.16666666666667
chr1	1020231	1020631	13	6.5	12	4.8	3.4	13	9.09090909090909	5.82608695652174	2.5	2	1	5	1.61904761904762	3.33333333333333	5.25
chr1	1033113	1033513	8.2	2	4.4	1.76923076923077	14.5	1	1	2.68421052631579	1.75	3	0.285714285714286	2	0.75	5.88888888888889	1.6
chr1	1040513	1040913	4.6	4	3	2.88888888888889	6.625	0.5	2.83333333333333	1.8125	0.307692307692308	0.5	0.222222222222222	7	2.09090909090909	0.666666666666667	4
chr1	1059470	1059870	4	3.4	2.6	1.72222222222222	32	11	3.77272727272727	2.11764705882353	1.33333333333333	1.6	1.75	8	1.71428571428571	4.42857142857143	1.375
chr1	1064060	1064460	4.28571428571429	1.71428571428571	4.66666666666667	2.41666666666667	4.55555555555556	18	6.58823529411765	1.04545454545455	0.75	1	2.07142857142857	1.375	1.5	1.11111111111111	1
chr1	1068476	1068876	15	4	1.4	4.55555555555556	2.66666666666667	6.25	4.33333333333333	1.72727272727273	1.6	0.8	0.7	1	1.88461538461538	4.2	1
chr1	1069222	1069622	8.75	9	3.5	3.15384615384615	6.33333333333333	12.25	2.76923076923077	1.36363636363636	0.636363636363636	0.333333333333333	0.5	2	1.60869565217391	2.11111111111111	1.2
chr1	1074314	1074714	3.83333333333333	6.33333333333333	1.5	2.16666666666667	9	45	2	0.666666666666667	1	0.714285714285714	0.642857142857143	3	2	2.33333333333333	1.33333333333333
chr1	1079638	1080038	10	4.57142857142857	5.5	4.8	17.7777777777778	54	7.4375	2.58620689655172	5	0.428571428571429	4.75	4.25	1.80487804878049	4.66666666666667	3
chr1	1115008	1115408	2.6	0.25	1.33333333333333	0.6	6.25	6	3	4.75	1.25	1.14285714285714	2.8	0.333333333333333	1	7	0.25
chr1	1116022	1116422	11.3333333333333	7.4	4.66666666666667	5.6	21.6	28.5	7.30769230769231	6.31818181818182	16.75	2.875	20.4	6.66666666666667	1.58333333333333	7.07692307692308	2.83333333333333
chr1	1119331	1119731	6	2.16666666666667	5.4	1.8	3.33333333333333	0.5	1.16666666666667	0.727272727272727	0.5	2.1	1.14285714285714	0.5	0.428571428571429	0.555555555555556	1
chr1	1121717	1122117	4.8	1	5	0.75	4	2.75	1.66666666666667	0.833333333333333	0.333333333333333	2	0.583333333333333	0.666666666666667	1.7	1	0.666666666666667
chr1	1124756	1125156	8	1.33333333333333	1.5	1.2	0.6	8.66666666666667	1.46666666666667	0.25	4.33333333333333	0.714285714285714	0.75	0.333333333333333	1.375	2	0.666666666666667
